repository,file_type,id,number,title,state,merged_at,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason,manual_label
audacity/audacity,pull_requests,629891447,835,Basic telemetry for the Audacity,closed,,0,0,0,0.9834888577461244,0.9825990200042723,0.9896626472473145,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,699730100,1384,Deep Learning Tools,closed,,0,0,0,0.9310256242752076,0.9688901305198668,0.9560727477073668,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1277048375,4414,Bottom bar UI,closed,2023-04-03T17:48:42Z,0,0,0,0.9850751161575316,0.9334924817085266,0.9846349358558656,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,804387931,2295,VST3 support,closed,2022-02-14T19:22:49Z,0,0,0,0.9829005599021912,0.9890644550323486,0.9912216663360596,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1646702426,5791,DSP-based tempo detection,closed,2024-01-10T14:59:54Z,0,0,0,0.9834263324737548,0.9924739003181458,0.9914998412132264,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1476170405,5043,Time stretching 4 of 6 repair copy paste for stretched tracks,closed,2023-10-06T17:46:13Z,0,0,0,0.9866231083869934,0.975896954536438,0.9907028675079346,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1423361978,4881,Audio Clip stretching,closed,,0,0,0,0.9848926067352296,0.9357024431228638,0.99285089969635,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,986659085,3176,Non modal setting dialogs for stacked effects,closed,2022-08-15T11:12:59Z,0,0,0,0.9862481951713562,0.9640368223190308,0.9925232529640198,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1476170025,5041,Time stretching 2 of 6 make audio track stretching effective,closed,2023-09-01T10:56:01Z,0,0,0,0.9705954790115356,0.991950511932373,0.9941837191581726,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,681999250,1207,Track affordances,closed,2021-07-22T18:43:49Z,0,0,0,0.9820968508720398,0.9801378846168518,0.99137282371521,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,778873464,2121,Deserialization cleanup,closed,2021-11-18T12:45:53Z,0,0,0,0.9850618243217468,0.9802297353744508,0.990625262260437,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,630054049,836,Breakpad integration,closed,2021-06-15T19:56:49Z,0,0,0,0.9875192642211914,0.8914955854415894,0.9884422421455384,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1381557518,4771,SampleTrack caching refactoring: weak_ptr approach,closed,2023-06-27T10:19:41Z,0,0,0,0.9804677963256836,0.9904781579971312,0.9940611720085144,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,877717688,2668,Issue 2607: plugin validation,closed,2022-05-18T11:14:16Z,0,0,0,0.98782479763031,0.9933710098266602,0.9949407577514648,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1395602718,4797,Wide sample sequence stretching decorator,closed,2023-07-07T16:07:49Z,0,0,0,0.984742283821106,0.989152193069458,0.9916887879371644,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1501508573,5138,Destructive effects applied to stretched clips,closed,2023-09-19T09:41:14Z,0,0,0,0.7711334824562073,0.989449679851532,0.9149811863899232,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1005900482,3278,Define instance vst2 2nd,closed,2022-08-23T14:24:36Z,0,0,0,0.984740912914276,0.9929485321044922,0.9941797256469728,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,921748399,2867,Issue 2845: effects stack UI,closed,2022-05-25T20:24:08Z,0,0,0,0.9877343773841858,0.991472065448761,0.9943535327911376,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,594643417,759,Update 2.4.2 Turkish Translation,closed,,0,0,0,0.9672096967697144,0.9921581745147704,0.9828185439109802,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1037172677,3432,Audio sharing support,closed,2022-09-05T08:20:07Z,0,0,0,0.9804514050483704,0.98195481300354,0.9600998163223268,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,680302149,1193,New spectral editing tool - brush tool,closed,,0,0,0,0.9612466096878052,0.9881151914596558,0.8646280765533447,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1411723598,4853,Have clips know project tempo,closed,,0,0,0,0.9826807379722596,0.9722394943237304,0.9927033185958862,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,794253376,2224,Integrate WavPack library to export/import wavpack files,closed,2022-06-24T14:26:37Z,0,0,0,0.9851994514465332,0.9927290081977844,0.9906448125839232,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1369923024,4746,Mixer does not use track,closed,2023-06-21T20:11:52Z,0,0,0,0.9830422401428224,0.9781190156936646,0.992984652519226,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1749886542,6068,6001 formant preservation,closed,2024-03-20T12:19:13Z,0,0,0,0.9730700254440308,0.9849333167076112,0.98968106508255,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1340498239,4668,New export UI,closed,2023-08-02T12:26:16Z,0,0,0,0.9837913513183594,0.9774808883666992,0.9742417335510254,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1354169053,4701,4700 make an audacity library of staffpads time stretcher,closed,2023-06-01T10:22:48Z,0,0,0,0.9797536730766296,0.9751489758491516,0.9908488988876344,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1476170267,5042,Time stretching 3 of 6 repair drawing tools for stretched audio,closed,2023-09-25T07:17:28Z,0,0,0,0.982317328453064,0.9714861512184144,0.989982545375824,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,629045391,830,Color scheme for spectrogram,closed,2021-06-15T16:41:44Z,0,0,0,0.9809688329696656,0.977895975112915,0.9863015413284302,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,665864719,966,Tracking version,closed,2021-06-18T13:46:40Z,0,0,0,0.9869654178619384,0.9881240725517272,0.9914029240608216,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,937515523,2941,Audio setup rework,closed,2022-06-15T15:49:47Z,0,0,0,0.9843155741691588,0.9806227684020996,0.9910106658935548,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1262080078,4384,Import/export refactoring,closed,,0,0,0,0.9876634478569032,0.9790862202644348,0.9907788038253784,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1030194401,3396,Issue 2606: vst3 statelessness,closed,2022-08-23T10:38:51Z,0,0,0,0.9496082067489624,0.9882233738899232,0.9473435878753662,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1845092749,6359,Master effects,closed,2024-05-27T09:00:31Z,0,0,0,0.972866415977478,0.9711455702781676,0.9539794921875,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,726387136,1614,Wave Clip rename,closed,2021-09-15T03:09:01Z,0,0,0,0.981711745262146,0.9749998450279236,0.991678774356842,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,734418429,1679,Smart clips,closed,2021-10-05T16:16:38Z,0,0,0,0.8789465427398682,0.8814082145690918,0.9689862728118896,0,accept,unanimous_agreement,0
audacity/audacity,pull_requests,1657298102,5818,`lib-wave-track-paint`,closed,2024-04-25T12:52:39Z,0,0,0,0.9797953367233276,0.9934350252151488,0.9929861426353456,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,727460146,1623,Ffmpeg update,closed,2021-09-24T18:03:22Z,0,0,0,0.9882646799087524,0.9836596250534058,0.9436529874801636,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,661059630,952,Error reporting to Sentry,closed,2021-06-08T15:08:26Z,0,0,0,0.8834664821624756,0.9535890817642212,0.8655632734298706,0,accept,unanimous_agreement,0
audacity/audacity,pull_requests,988597829,3183,Define settings vst2 - 2nd,closed,2022-07-15T12:48:51Z,0,0,0,0.9854997992515564,0.9913597702980042,0.9921329617500304,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1857693643,6395,Real time limiter UI,closed,2024-05-22T13:49:35Z,0,0,0,0.9873327612876892,0.9585280418395996,0.9878022074699402,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,969181551,3088,Use XDG dirs by default on Linux,closed,2022-06-24T14:21:01Z,0,0,0,0.9870136380195618,0.992388129234314,0.9889156818389891,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,1686909656,5874,Multiple-file import of audio files with tempo detection.,closed,2024-02-07T12:50:44Z,0,0,0,0.9886059165000916,0.9912070631980896,0.993529975414276,0,accept,unanimous_agreement,2
audacity/audacity,pull_requests,912108369,2831,Issue 2659: effects menu sorting,closed,2022-06-11T11:55:13Z,0,0,0,0.9872815012931824,0.9920275807380676,0.9944643378257751,0,accept,unanimous_agreement,2
