id,pr_number,user,created_at,body
1801000254,5439,DmitriyLewen,2023-11-08T04:07:45Z,"Agree with you @knqyf263 
`purl`/`cpe` is one of the package parameters.

If the package contains `PkgIdentifier`, we can simply add it to `DetectedVulnerability`:
e.g. for alpine packages:
https://github.com/aquasecurity/trivy/blob/a1b47441a5a8eb493bc0bf8a02b3bb6b4bfd0ddc/pkg/detector/ospkg/alpine/alpine.go#L126-L136"
1801710392,5439,juan131,2023-11-08T11:35:18Z,Thanks for your comments @DmitriyLewen @knqyf263 ! I'll update the PR moving PkgIdentifier as part of the `Package` identity and generate pURL(s) at analysis.
1805286175,5439,juan131,2023-11-10T08:19:25Z,"I need advice on how to update `pkg/fanal/test/integration/testdata/goldens` data automatically to fix integration tests @knqyf263 
"
1805304512,5439,DmitriyLewen,2023-11-10T08:32:42Z,`mage test:updateGolden` command should update golden files for integration tests.
1812363760,5439,juan131,2023-11-15T11:36:16Z,I'm still finding issues with integration tests and recreating golden images (`mage test:updateGolden` threw some unauthorized errors). Could you help me with this @DmitriyLewen ?
1813802621,5439,DmitriyLewen,2023-11-16T05:15:46Z,"Hello @juan131 
I have fixed containerd tests (you may be using macOS or a non-AMD64 processor. In this case, we are skipping containerd tests - https://github.com/aquasecurity/trivy/blob/b6fafa04a28a35c91b107c7d8d29d4f217fb94ec/pkg/fanal/test/integration/containerd_test.go#L1, https://github.com/aquasecurity/trivy/blob/b6fafa04a28a35c91b107c7d8d29d4f217fb94ec/pkg/fanal/test/integration/containerd_test.go#L118)

About ClientServer tests:
you need to update `rpc` package - https://github.com/aquasecurity/trivy/blob/b6fafa04a28a35c91b107c7d8d29d4f217fb94ec/rpc/common/service.proto#L104

Looks like your changes don't work in client-server mode."
1813977725,5439,juan131,2023-11-16T08:18:06Z,"Awesome! Thanks @DmitriyLewen , as you mentioned I'm using a M1 mac and that makes total sense"
1814394912,5439,juan131,2023-11-16T13:01:22Z,I think we're ready to go @knqyf263 @DmitriyLewen 
1815729151,5439,DmitriyLewen,2023-11-17T04:25:20Z,"@juan131 I left some comments.
Also looks like we don't need to build purl for packages for SBOM formats (e.g. for cyclonedx - https://github.com/juan131/trivy/blob/b70cec904aee3bd187bce30565210feca6abdbb4/pkg/sbom/cyclonedx/marshal.go#L318C7-L318C7) now.
We can simply use `PkgIdentifier`.
Correct me, if i missed something."
1820487209,5439,DmitriyLewen,2023-11-21T08:54:31Z,Integration tests related to SBOM do not work. Can you take a look?
1833283284,5439,juan131,2023-11-30T08:08:14Z,Friendly reminder @DmitriyLewen @knqyf263 
1855338517,5439,juan131,2023-12-14T07:45:37Z,"Thanks for implementing the missing changes @DmitriyLewen ! I think with this the PR is ready, am I right?"
1855588094,5439,DmitriyLewen,2023-12-14T10:30:48Z,"This is a big PR and i realized that I’m already confusing myself 😄

I think the PR is ready. But perhaps this code requires refactoring.

I want to double check this with a clear head.
I'll do it tomorrow or Monday."
1862224776,5439,DmitriyLewen,2023-12-19T07:00:53Z,"Hello @juan131 
PR looks good.

We merged https://github.com/aquasecurity/trivy/pull/5764 
Can you merge `main` branch into this PR and update goldenfiles, please?"
1862280098,5439,juan131,2023-12-19T07:55:31Z,Thanks @DmitriyLewen !! PR was updated
1862357498,5439,DmitriyLewen,2023-12-19T08:53:53Z,"@juan131  there is conflict.
I'm also confused - GitHub marked go.mod and go.sum files as modified - https://github.com/aquasecurity/trivy/pull/5439/files#diff-33ef32bf6c23acb95f5902d7097b7a1d5128ca061167ec0716715b0b9eeaa5f6R16 "
1862369561,5439,juan131,2023-12-19T09:02:13Z,Conflict solved @DmitriyLewen 
1862377773,5439,knqyf263,2023-12-19T09:07:44Z,I'm slowly starting to work this week and will review this PR shortly.
1873724652,5439,juan131,2024-01-02T08:21:24Z,Awesome! Thanks so much @knqyf263 @DmitriyLewen 
2412031640,7732,itaysk,2024-10-14T19:12:43Z,"the release note says: ""Databases are downloaded in priority order until one is successful"". does this mean that trivy will keep cycling through list ""until one is successful""? or if it reaches the end it will error out"
2424758880,7732,itaysk,2024-10-20T09:25:16Z,"I wanted to incorporate the rate limiting mitigation steps post into the documentation, but after re-reading the docs I see that there's a growing overlap between the ""advanced netwrok scenatios"" (aka air-gap) doc, and the ""Database cofiguration"" doc. The way I thought about it is that the configuration document only describes the flags avaialble and technical usage, and the air gap doc talks more about the scenario and provides recommendations. Does this make sense to you? if so, I'll need to refactor both documents accordingly"
2444773709,7732,itaysk,2024-10-29T16:26:50Z,"I ended up reorganizing the configuration/db doc and the air-gapped doc, such that the db doc now documents everything related to trivy's databases, including purpose, requirements, and configuration options, and the air-gapped explains how to setup trivy in a network constraint environment. I also incorporated parts from the yet-to-be-published db throttling announcement into the relevant documents."
