id,pr_number,user,created_at,body,codebert_sentiment_label,codebert_confidence
1305967069,737,Marukesu,2023-08-25T17:46:29Z,this will break having the first window be created by the action when we enable dbus activation (the only thing that was stopping us of doing that was the duplicate tab). so the `active_window == null` is necessary here.,0,0.9734730124473572
1305967517,737,Marukesu,2023-08-25T17:46:50Z,"please, keep the separate callback, it makes easier to breakpoint it during debug after.",0,0.9861125349998474
1305967789,737,Marukesu,2023-08-25T17:47:07Z,"no need for the default value here, options.lookup() will always set a value.",0,0.9929365515708923
1305968505,737,Marukesu,2023-08-25T17:47:58Z,"this commentary doesn't make sense any more. before, launching with one of `-x`, `-e`, or with a command didn't restored tabs. but now the behaviour is to always restore if `-n` is not used too.",0,0.9843264222145081
1305969380,737,Marukesu,2023-08-25T17:49:01Z,"keep the options.lookup() inline here, it's not only getting the value of `new-window` option, but validating that it's a boolean value too.",0,0.9945605397224426
1305969715,737,Marukesu,2023-08-25T17:49:27Z,"if this is the first window, we aren't restoring. is that expected? i don't see a why `-n` won't restore the last session if it's the first window.",0,0.9676585793495178
1305970529,737,Marukesu,2023-08-25T17:50:23Z,"this cannot even happen, because we are always creating a tab above.",0,0.991910994052887
1305971317,737,Marukesu,2023-08-25T17:51:21Z,i believe the agreement in the files pr was that we always save the last closed window state. not the first opened one.,0,0.9902149438858032
1305972264,737,Marukesu,2023-08-25T17:52:28Z,"this is in the wrong callback no? here we aren't creating a new window, so you are actually checking the restored tabs.",0,0.9717788696289062
1306379862,737,jeremypw,2023-08-26T08:41:39Z,i think is is cleaner and more predictable if `-n` always creates a fresh new window. if the user wants restored tabs then omit the `-n`.,0,0.9903878569602966
1306380186,737,jeremypw,2023-08-26T08:44:45Z,it can happen if the `execute` option is used without any command.,0,0.9897768497467041
1306386907,737,jeremypw,2023-08-26T09:16:56Z,"yes, i was checking something - not needed now.",0,0.9669556617736816
1306623175,737,jeremypw,2023-08-27T08:25:19Z,done,0,0.8974218964576721
1306624829,737,jeremypw,2023-08-27T08:36:11Z,that will not work. we need a value for `new_window` when `window` is `null`. if `window` is `null` and the lookup is inline then `new_window` will be undefined because of lazy evaluation of or expression.,0,0.9929938912391663
1306692410,737,Marukesu,2023-08-27T16:40:13Z,"you can use `window != null` in the restore_tabs argument, that has the same meaning of `new_window` being true.",0,0.9943379759788513
