id,number,title,user,created_at,merged_at,comments,state,closed_at,distilbert_sentiment_label,distilbert_confidence
1482745538,737,Fix extra tab,jeremypw,2023-08-21T12:00:15Z,,15,closed,2023-10-30T17:50:31Z,0,0.9869916439056396
235179301,330,"Add ""Open in Browser"" to the context menu",Mohelm97,2018-12-01T08:15:29Z,,20,closed,2022-02-18T11:31:37Z,0,0.9875565767288208
651144703,584,Refactor name check and title update so works with custom prompt,jeremypw,2021-05-24T08:36:03Z,2021-05-25T15:22:09Z,17,closed,2021-05-25T15:22:09Z,0,0.9856678247451782
294950527,386,Move cursor to clicked position (as near as possible),jeremypw,2019-07-05T18:08:27Z,,27,closed,2021-03-09T18:01:50Z,0,0.9874629974365234
405251972,505,Zoom per tab,jeremypw,2020-04-17T17:23:03Z,2020-12-05T17:48:38Z,13,closed,2020-12-05T17:48:38Z,0,0.9812326431274414
1578035322,742,Continous saving of current tabs and tab-zooms,ldrahnik,2023-10-29T23:06:20Z,2023-11-02T13:16:35Z,12,closed,2023-11-02T13:16:35Z,0,0.9810811877250671
486006329,542,Add custom color schemes,sebastianlay,2020-09-12T19:49:53Z,,8,closed,2021-02-16T19:25:52Z,0,0.9793602228164673
149023715,160,Restore zoom level from saved state,Thalexander,2017-10-26T19:25:58Z,2017-11-05T17:56:03Z,10,closed,2017-11-05T17:56:03Z,0,0.9863355159759521
131070968,125,Unsafe paste. (#45),UladRH,2017-07-18T12:09:57Z,2017-09-27T16:24:58Z,9,closed,2017-09-27T16:24:58Z,-1,0.7802531719207764
1930389829,760,Replace Granite.DynamicNotebook with Hdy TabView and TabBar,jeremypw,2024-06-20T11:20:16Z,2024-08-02T01:54:54Z,14,closed,2024-08-02T01:54:54Z,0,0.9845319390296936
1059568642,687,#11: Findbar arrow sensitivity,hollyschilling,2022-09-18T15:29:03Z,,9,closed,2024-10-17T11:13:00Z,0,0.9850043058395386
193839331,265,Check for equivalent existing tab when opening with working directory.,jeremypw,2018-06-10T18:20:28Z,2020-01-08T15:55:36Z,8,closed,2020-01-08T15:55:36Z,0,0.9867014288902283
984748802,662,Add a custom theme dialog,jeremypw,2022-07-01T09:36:09Z,2022-07-06T17:39:34Z,9,closed,2022-07-06T17:39:34Z,0,0.9802829027175903
383939403,486,"Add ""Kill process"" to context menu",franciol,2020-03-04T22:37:13Z,,10,closed,2022-02-18T11:36:29Z,0,0.9830763339996338
119306617,87,Duplicate tab names,jeremypw,2017-05-06T16:18:49Z,2017-06-14T15:09:04Z,4,closed,2017-06-14T15:09:04Z,0,0.9803575873374939
2159728327,798,Add toggle for unsafe paste,teamcons,2024-11-03T17:40:17Z,2024-11-04T09:57:14Z,8,closed,2024-11-04T09:57:14Z,0,0.8834033012390137
1581233931,743,Fix unwanted extra tab ,jeremypw,2023-10-31T15:45:33Z,2024-01-15T15:34:17Z,3,closed,2024-01-15T15:34:17Z,0,0.9321960806846619
667283504,595,Unsafe Pastes: Handle multi-line pastes as well,cassidyjames,2021-06-10T19:34:06Z,2021-06-15T07:16:04Z,0,closed,2021-06-15T07:16:04Z,0,0.8223769664764404
