id,number,title,user,created_at,merged_at,comments,state,closed_at,distilbert_sentiment_label,distilbert_confidence
55577329,4996,[3.2] Vertical panels,brownsr,2016-01-10T23:12:30Z,2016-08-17T03:12:03Z,55,closed,2016-08-17T03:12:03Z,0,0.969225287437439
223873324,7944,New panel layout,clefebvre,2018-10-18T08:51:29Z,2018-11-03T11:38:13Z,11,closed,2018-11-03T11:38:13Z,0,0.9694902300834656
4263836,1737,Resubmission: Multi-Workspace Alt-Tab,autarkper,2013-02-21T22:12:33Z,,56,closed,2013-02-22T12:36:21Z,0,0.9879211187362671
3851504,1636,cinnamon-control-center module integration.,mtwebster,2013-01-26T04:00:44Z,2013-02-01T09:46:48Z,50,closed,2013-02-01T09:46:48Z,0,0.9864150881767273
5534359,1966,[2.2] [Settings][Calendar] Use a more intuitive way of settings date formats,dalcde,2013-05-05T05:38:43Z,,41,closed,2014-04-02T09:00:35Z,0,0.9830126166343689
139566328,6878,Refactor the extension system and add commonjs compatible module importation,jaszhix,2017-09-06T13:45:47Z,2018-01-18T10:34:49Z,18,closed,2018-01-18T10:34:49Z,0,0.9887927174568176
151067623,6993,Network applet: Port to libnm,lkundrak,2017-11-07T09:53:17Z,,39,closed,2018-04-24T12:21:19Z,0,0.9879025816917419
256796183,8428,[WIP] bumpmaps - rework and turn on,brownsr,2019-02-27T18:45:19Z,,16,closed,2023-06-01T15:55:52Z,0,0.9813360571861267
239019784,8150,cs_calendar.py Port the remaining date/time settings to python,collinss,2018-12-17T03:48:38Z,2019-11-22T20:46:29Z,5,closed,2019-11-22T20:46:29Z,0,0.9878928065299988
89385852,5798,[menu-applet] decodeUriComponent in app description,NikoKrause,2016-10-14T13:37:33Z,2016-10-25T10:04:36Z,34,closed,2016-10-25T10:04:36Z,0,0.9897074699401855
4178661,1717,"[Design] Enable multiple workspace rows (Real 2D workspace grid), add workspace-thumbnail zoom, and more",autarkper,2013-02-16T18:13:30Z,,30,closed,2014-06-24T10:18:14Z,0,0.9838517308235168
5269151,1888,Gnome 3.8 compatibility rollup,mtwebster,2013-04-19T20:50:04Z,,29,closed,2013-08-10T21:38:05Z,0,0.9797592759132385
70944857,5324,Xlet settings overhaul,collinss,2016-05-21T09:28:21Z,2016-08-11T03:17:02Z,29,closed,2016-08-11T03:17:02Z,0,0.9861660003662109
159331034,7149,Create new cinnamon-xlet-makepot utility for automattically extractin…,collinss,2017-12-20T04:53:10Z,2018-03-15T13:28:22Z,5,closed,2018-03-15T13:28:22Z,0,0.9873077273368835
286398651,8617,Make the libnm library optional,software-artificer,2019-06-08T11:42:39Z,2019-11-22T10:13:49Z,26,closed,2019-11-22T10:13:49Z,0,0.9886478781700134
167026675,7255,[WIP] Support for environment colors in themes,germanfr,2018-02-04T19:55:56Z,,25,closed,2018-12-03T07:12:21Z,0,0.9797384738922119
324945140,8884,Make volume step in applet follow the volume media keys value set.,deskwizard,2019-10-05T14:37:32Z,,25,closed,2019-11-14T21:37:22Z,0,0.988398015499115
1688545,847,Refactoring of Menu applet,mtwebster,2012-06-30T00:36:47Z,2012-07-20T14:09:53Z,27,closed,2012-07-20T14:09:53Z,0,0.9877262711524963
88724859,5780,[menu-applet] rewritten keynavigation codeblock,NikoKrause,2016-10-10T20:23:19Z,2016-10-26T09:28:53Z,27,closed,2016-10-26T09:28:54Z,0,0.9893671870231628
139104643,6872,[WIP] Implement a front-end for the search providers,collinss,2017-09-04T08:20:48Z,,2,closed,2018-02-18T12:53:05Z,0,0.9865350127220154
223870201,7943,[WIP] Add a window list with app grouping,jaszhix,2018-10-18T08:40:49Z,,2,closed,2018-10-18T08:51:29Z,0,0.986911416053772
539032480,9771,[wip] menu applet: Make the menu resizeable.,mtwebster,2020-12-13T22:23:45Z,,27,closed,2022-06-09T16:19:35Z,0,0.9879260063171387
21994877,3553,[WIP] Added flickr support for slideshow,ondrejkolin,2014-09-30T10:34:48Z,,19,closed,2016-03-04T16:20:37Z,0,0.9784998893737793
4048438,1679,[WIP]  Applet settings,mtwebster,2013-02-08T00:42:44Z,2013-03-07T11:28:59Z,25,closed,2013-03-07T11:28:59Z,0,0.9890945553779602
4780475,1814,More intuitive/visual hot corner configuration.,Lusito,2013-03-24T01:10:45Z,2013-04-12T22:13:57Z,24,closed,2013-04-12T22:13:57Z,0,0.95485520362854
1728219,877,Added panel right click menu,dalcde,2012-07-06T00:58:35Z,,24,closed,2012-07-14T08:41:09Z,0,0.9776036739349365
3635679,1598,[Alt-Tab] Show windows from all workspaces,autarkper,2013-01-11T08:52:13Z,,24,closed,2013-02-04T19:30:31Z,0,0.9883202314376831
1444902904,11770,fix: Resizing Applet PopupMenus will go behind panel if panel is set to auto hide,Gr3q,2023-07-21T19:07:30Z,,24,closed,2023-09-03T02:46:57Z,0,0.9884836077690125
10286258,2662,[2.2] Add track name and album art to panel,Psykar,2013-11-26T03:34:33Z,2014-04-09T10:26:29Z,21,closed,2014-04-09T10:26:29Z,0,0.9813241362571716
4660635,1803,Cinnamon keybinding manager (using muffin),mtwebster,2013-03-18T00:19:55Z,2013-04-17T12:56:03Z,22,closed,2013-04-17T12:56:03Z,0,0.987026035785675
94012234,5974,[3.4] window-list: Rearrange popup menu items,germanfr,2016-11-16T17:28:14Z,,22,closed,2017-02-09T10:03:20Z,0,0.987154483795166
198782358,7685,[WIP] Allow custom widgets in xlet settings,collinss,2018-07-02T20:33:08Z,,1,closed,2018-11-03T07:32:43Z,0,0.9885388016700745
241884997,8251,fix regression #8070 (menu search results),Curly060,2019-01-03T00:58:10Z,,9,closed,2019-06-28T14:35:48Z,0,0.9883314967155457
