id,pr_number,body,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason
1305967069,737,this will break having the first window be created by the action when we enable dbus activation (the only thing that was stopping us of doing that was the duplicate tab). so the `active_window == null` is necessary here.,0,0,0,0.9811309576034546,0.9734730124473572,0.9898903369903564,0,accept,unanimous_agreement
1305967517,737,"please, keep the separate callback, it makes easier to breakpoint it during debug after.",0,0,0,0.9856315851211548,0.9861125349998474,0.9928170442581176,0,accept,unanimous_agreement
1305967789,737,"no need for the default value here, options.lookup() will always set a value.",0,0,0,0.987206220626831,0.9929365515708924,0.9929163455963136,0,accept,unanimous_agreement
1305968505,737,"this commentary doesn't make sense any more. before, launching with one of `-x`, `-e`, or with a command didn't restored tabs. but now the behaviour is to always restore if `-n` is not used too.",0,0,0,0.6620355248451233,0.984326422214508,0.9221972823143004,0,accept,unanimous_agreement
1305969380,737,"keep the options.lookup() inline here, it's not only getting the value of `new-window` option, but validating that it's a boolean value too.",0,0,0,0.9885891675949096,0.9945605397224426,0.9928592443466188,0,accept,unanimous_agreement
1305969715,737,"if this is the first window, we aren't restoring. is that expected? i don't see a why `-n` won't restore the last session if it's the first window.",0,0,0,0.971323013305664,0.9676585793495178,0.9863200783729552,0,accept,unanimous_agreement
1305970529,737,"this cannot even happen, because we are always creating a tab above.",0,0,0,0.9402104020118712,0.991910994052887,0.9755545258522034,0,accept,unanimous_agreement
1305971317,737,i believe the agreement in the files pr was that we always save the last closed window state. not the first opened one.,0,0,0,0.9553407430648804,0.9902149438858032,0.988651156425476,0,accept,unanimous_agreement
1305972264,737,"this is in the wrong callback no? here we aren't creating a new window, so you are actually checking the restored tabs.",0,0,0,0.7950212359428406,0.9717788696289062,0.9863362312316896,0,accept,unanimous_agreement
1306379862,737,i think is is cleaner and more predictable if `-n` always creates a fresh new window. if the user wants restored tabs then omit the `-n`.,0,0,0,0.9800249934196472,0.9903878569602966,0.97367924451828,0,accept,unanimous_agreement
1306380186,737,it can happen if the `execute` option is used without any command.,0,0,0,0.9868330359458924,0.989776849746704,0.989941418170929,0,accept,unanimous_agreement
1306386907,737,"yes, i was checking something - not needed now.",0,0,0,0.9689863920211792,0.9669556617736816,0.9904811978340148,0,accept,unanimous_agreement
1306623175,737,done,0,0,0,0.976450741291046,0.8974218964576721,0.8682363629341125,0,accept,unanimous_agreement
1306624829,737,that will not work. we need a value for `new_window` when `window` is `null`. if `window` is `null` and the lookup is inline then `new_window` will be undefined because of lazy evaluation of or expression.,0,0,0,0.9308034181594848,0.9929938912391664,0.9837627410888672,0,accept,unanimous_agreement
1306692410,737,"you can use `window != null` in the restore_tabs argument, that has the same meaning of `new_window` being true.",0,0,0,0.9887601137161256,0.9943379759788512,0.9943901896476746,0,accept,unanimous_agreement
1306693248,737,"keep in mind that `-n` will also mean a hard ""drop tabs"" when used in the first launch, because there's no way to not restore the tabs in any other case that isn't the first launch. if you fine with that behaviour, i won't oppose the change.",0,0,0,0.95592999458313,0.9708009958267212,0.982300877571106,0,accept,unanimous_agreement
1306702544,737,on reflection i have left restoring tabs to mainwindow and not dependent on options as it is simpler.,0,0,0,0.9846470355987548,0.9892600774765016,0.993133008480072,0,accept,unanimous_agreement
1306702964,737,not sure what this means :disappointed: as i am not sure how dbus activation works. could you give more details or suggested code?,-1,-1,-1,0.9824578166007996,0.9908124804496764,0.9948128461837769,-1,accept,unanimous_agreement
1306719337,737,"as explained, working-directory isn't meant to be a real option, also assert here isn't right, as it will force quit the primary instance.",0,0,0,0.9193172454833984,0.9660630822181702,0.9880818128585817,0,accept,unanimous_agreement
1306719370,737,this won't respect the current working directory as the others.,0,0,0,0.8567339777946472,0.9409580230712892,0.9763815999031068,0,accept,unanimous_agreement
1306719954,737,[code block] then you can drop both the `window_number` and `is_first_window` properties.,0,0,0,0.989834725856781,0.993110179901123,0.9931967258453368,0,accept,unanimous_agreement
1306719963,737,unnecessary comment.,-1,-1,0,0.935760498046875,0.5203352570533752,0.8323933482170105,-1,accept,majority_agreement
1306720003,737,this doesn't need to be public.,0,0,0,0.9707844853401184,0.97798752784729,0.9713937640190125,0,accept,unanimous_agreement
1306720458,737,"it's better to keep any ""current directory"" concept exclusive to the application class. because of the local/primary instance logic.",0,0,0,0.983915388584137,0.9945263266563416,0.9916519522666932,0,accept,unanimous_agreement
1306720568,737,"this test was made to assert that we always create a new tab when requested, so this change is wrong.",0,0,0,0.5085816979408264,0.984435260295868,0.8270595073699951,0,accept,unanimous_agreement
1306720582,737,"now that we aren't creating the extra tab, this should be 4.",0,0,0,0.983854115009308,0.9924586415290833,0.9889633655548096,0,accept,unanimous_agreement
1307271179,737,i'll remove the assert before merge - that is for testing. so far i havent been able to trigger it so probably do not need a fallback?,0,0,0,0.9642369747161864,0.9912257790565492,0.9930476546287536,0,accept,unanimous_agreement
1307273991,737,"whether or not it respects the current working directory depends on the ""follow-last-tab"" setting (that is what the *default* tab does) since it uses the action-new-tab. this is for consistency with other situations where there is no specified tab.",0,0,0,0.9873567819595336,0.9951411485671996,0.9933586716651917,0,accept,unanimous_agreement
1307274683,737,that does not work. the number of windows in the app may change after construction of the window.,0,0,0,0.8696681261062622,0.9633035063743592,0.9695395231246948,0,accept,unanimous_agreement
1307276490,737,debatable but i'll remove it.,0,-1,0,0.9750803112983704,0.5033529996871948,0.946321666240692,0,accept,majority_agreement
1307277214,737,"oh yes, i was going to call it directly but opted for activate_action instead. will revert.",-1,0,0,0.5654821395874023,0.9061679840087892,0.9896915555000304,0,accept,majority_agreement
1307278429,737,so what do you suggest?,0,0,0,0.9783353209495544,0.988454818725586,0.9910747408866882,0,accept,unanimous_agreement
1307279514,737,it is necessary for the test to pass. if the original test is correct then the app is wrong,0,0,0,0.9137406349182128,0.9701932668685912,0.9886329770088196,0,accept,unanimous_agreement
1307281475,737,hmm then it should be failing - will investigate.,0,0,0,0.9592992663383484,0.8230845928192139,0.9346413612365724,0,accept,unanimous_agreement
1307514692,737,"so what i *think* is happening is that the test environment opens a window without restoring tabs *before* processing the option. so there is already a default tab in the window and the execute option creates 4 more, one for each command, giving a total of 5. however this does not seem to be the case for the `-t` option test so tbh i am not on what exactly happening in the test environment. if you manually execute multiple commands before any window is opened e.g. with a commandline `io.elementary.terminal -e ""true"" -e ""echo hi""` then no extra default tab appears.",0,0,0,0.9512451887130736,0.9027331471443176,0.9657121896743774,0,accept,unanimous_agreement
1307534896,737,if you run `io.elementary.terminal -t` manually without a terminal window open you get one tab (as expected). if you run the same command with the primary window open (but no restored tabs) then you get 2 tabs - the original default one and the requested additional one. i am not exactly sure what happens in the test environment - does a window get created before the options are processed or not?,0,0,0,0.9065135717391968,0.9610527157783508,0.9859419465065002,0,accept,unanimous_agreement
1307552403,737,after some investigation it seems like before processing the commandline in `option ()` there is 1 window with 1 tab. so i would have expected `-t` true to create a new tab like when used manually. but it doesn't in the test environment for some reason.,0,0,0,0.9819644689559937,0.9871513843536376,0.9781545996665956,0,accept,unanimous_agreement
1307575458,737,"ok, so it is race - the callback is executed before the window terminal list is updated in the `on_tab_added` signal handler. need to get a more immediate count of true number of tabs in the notebook. i'll review whether the terminals list is needed or not.",0,0,0,0.9859271049499512,0.9533160328865052,0.99260675907135,0,accept,unanimous_agreement
1307623682,737,note: environment.get_current_dir () is already in use in terminalwidget,0,0,0,0.98649662733078,0.9928182363510132,0.994134485721588,0,accept,unanimous_agreement
1307632234,737,this also replaces functionality removed from mainwindow so i want to keep the behaviour the same.,0,0,0,0.9858424067497252,0.9753566980361938,0.9946781396865844,0,accept,unanimous_agreement
1307636979,737,apologies - i see that is now only called during construct so we can replace with a direct call now. previously it was called later (e.g. while saving tabs).,0,0,0,0.9680716395378112,0.9924911856651306,0.9909088015556335,0,accept,unanimous_agreement
1307652346,737,further investigation indicates that 5 tabs are added during this test including one due to a restore-saved-tabs attempt that should not be happening.,0,0,0,0.9868482947349548,0.9799542427062988,0.9923855066299438,0,accept,unanimous_agreement
1307736406,737,"so, what's happening here is that `add_tab_with_working_directory()` is matching the already existent tab (from the first launch), and `add_default_tab()` is not creating one because `window.terminals.length () == 1`.",0,0,0,0.9851957559585572,0.9944025874137878,0.9922961592674256,0,accept,unanimous_agreement
1307742059,737,"simillary as the new-tab test, there's 1 tab from first launch, and 4 from the commands, the sixty one seems strange.",0,0,-1,0.5855454802513123,0.9574915170669556,0.5565195679664612,0,accept,majority_agreement
1307755647,737,"only the application class known the real working directory for the current invocation, so either action-new-tab is updated to take a path, or we don't try to use the action in the command line context, where is the only place that a concept of working directory exists. it actually isn't, the only place that we call activate_shell() without a location is in the case that we call new_tab() with a empty location, what isn't possible.",0,0,0,0.9857606291770936,0.980554699897766,0.9932667016983032,0,accept,unanimous_agreement
1307761902,737,"this is already being inconsistent with the others command line options handling, where the current working directory is always respected. the code in the action-new-tab won't respect it either, it will either use the last tab directory or the current working directory of the first invocation.",0,0,0,0.9213122725486756,0.9772114753723145,0.9446228742599488,0,accept,unanimous_agreement
238356714,330,do you mean `if (current_terminal != null) {`? otherwise this is redundant since you check for null uri later.,0,0,0,0.9797555208206176,0.9918111562728882,0.9932458996772766,0,accept,unanimous_agreement
238356767,330,should not use underscores in action names (i know the existing ones need changing) although only affects certain functions.,0,0,0,0.9687183499336244,0.9858637452125548,0.9889954328536988,0,accept,unanimous_agreement
238357627,330,gtk.show_uri is deprecated. use gtk.show_uri_on_window,0,0,0,0.9877449870109558,0.9909290671348572,0.9833816289901732,0,accept,unanimous_agreement
238358206,330,"spelling: ""lunch"" -> ""launch""",0,0,0,0.960963487625122,0.9915295839309692,0.9807135462760924,0,accept,unanimous_agreement
238359155,330,this relies on a certain menu order. i would just disable the linked action and not hide the option.,0,0,0,0.9840567111968994,0.9472865462303162,0.9921746850013732,0,accept,unanimous_agreement
238360202,330,why do you need this? you reset uri and the action in the following code.,0,0,0,0.9851657152175904,0.988534152507782,0.9942177534103394,0,accept,unanimous_agreement
238364597,330,"yeah so this is an old not current behaviour, if you make the context menu on top of uri you will got the copy enabled, but if you close it and open it somewhere else no one changes the copy state so it will stay enabled, but it should not be enabled as there's nothing selected and we are not on top of uri",0,0,0,0.9656236171722412,0.9302839040756226,0.9891929030418396,0,accept,unanimous_agreement
238365052,330,"i hide it because i thought the i would be annoying to have an almost always disabled menu item, so it's just the first one if you have a link, or it won't appear",-1,-1,-1,0.7652992010116577,0.8956063389778137,0.5376588702201843,-1,accept,unanimous_agreement
238383302,330,"i'll flag this for /ux comment. if the item is to be hidden, is there a way of doing it that is not dependent on a particular order?",0,0,0,0.9897823333740234,0.990743100643158,0.995497226715088,0,accept,unanimous_agreement
238389394,330,i don't know they only idea i came up with is storing this menu item but it's not a good idea too :(,-1,-1,-1,0.9893479347229004,0.9927606582641602,0.9963395595550536,-1,accept,unanimous_agreement
238672986,330,"sorry yes, you are right. the first clause could be true and the second false (or vice versa) so both are needed.",-1,-1,-1,0.9867401719093324,0.9873002171516418,0.9345659613609314,-1,accept,unanimous_agreement
238674483,330,"in files this problem is solved by building the context menu on the fly each time it is required since the context varies a lot. i'd have to study the code in more detail to see whether that is appropriate here though. i note the elementary hig says that it is *usually* better to make a widget insensitive than hide it although there are exceptions (like when certain hardware conditions will never be met). another suggestion would be for the ""show in file browser"" option to change to ""show in web browser"" when the context menu relates to a web address.",0,0,0,0.9663000106811525,0.9838194251060486,0.9896517395973206,0,accept,unanimous_agreement
238699836,330,"i think editing the ""show in file browser"" is a better idea, i will just wait for the ux team to comment on this as i won't be able to edit anything today :d",1,1,1,0.9702017903327942,0.9902974963188172,0.9926509261131288,1,accept,unanimous_agreement
364873841,330,"i see how this is technically just a uri, but i don't think it's clear that the location will open in files when this menuitem is triggered the majority of the time. this label feels like optimizing for the less-likely case that we're opening a web url i think this might be better off waiting for a version of granite where we can easily update this label based on the uri scheme",0,0,0,0.9392176866531372,0.9682974815368652,0.9679051041603088,0,accept,unanimous_agreement
364892430,330,"ok, seems like a plan.",0,0,0,0.9668608903884888,0.9685450196266174,0.9784058332443236,0,accept,unanimous_agreement
