id,pr_number,user,created_at,body,distilbert_sentiment_label,distilbert_confidence
113856314,2929,onurkaraman,2017-04-28T05:53:31Z,can we contain the `javaconverters._` import to be within the specific method needing the conversion as is being done elsewhere in kafkacontroller? importing at the file-level can lead to a lot of surprises when reading the code.,0,0.9203874468803406
113856373,2929,onurkaraman,2017-04-28T05:54:07Z,remove. this import already exists.,0,0.982914924621582
113856447,2929,onurkaraman,2017-04-28T05:55:07Z,"every other data structure in the controller uses the old topicandpartition. for consistency, can we use topicandpartition instead of topicpartition?",0,0.9880125522613525
113856721,2929,onurkaraman,2017-04-28T05:57:39Z,can just be: [code block],0,0.9879911541938782
113856779,2929,onurkaraman,2017-04-28T05:58:18Z,can just be: [code block],0,0.9879911541938782
113857148,2929,onurkaraman,2017-04-28T06:02:27Z,can we make this naming consistent with topicdeletionstopreplicaresult? we can either change the other class name or maybe change your new class to something like leaderandisrresult or leaderandisrresponseresult?,0,0.988820493221283
113973577,2929,lindong28,2017-04-28T16:51:48Z,i think it may be better to rename `topicdeletionstopreplicaresult` to `topicdeletionstopreplicaresponsereceived`. but i don't have a strong opinion on this. i can also rename `leaderandisrresponsereceived` to `leaderandisrresponseresult`. do you have a strong preference between the two?,0,0.9079784750938416
113973608,2929,lindong28,2017-04-28T16:51:59Z,sure. fixed now.,0,0.9448716044425964
113973627,2929,lindong28,2017-04-28T16:52:07Z,sure. fixed now.,0,0.9448716044425964
113975537,2929,lindong28,2017-04-28T17:02:05Z,i was thinking that we may want to use the java version for new code so that we can gradually migrate to the java version. i have change the code to use topicandpartition.,0,0.9788542985916138
113975948,2929,lindong28,2017-04-28T17:04:27Z,fixed now.,0,0.9813029170036316
113975960,2929,lindong28,2017-04-28T17:04:32Z,fixed now.,0,0.9813029170036316
113984161,2929,onurkaraman,2017-04-28T17:47:26Z,i'd prefer renaming `topicdeletionstopreplicaresult` to `topicdeletionstopreplicaresponsereceived`.,0,0.9825233221054077
114925916,2929,ijuma,2017-05-05T03:03:47Z,this rule doesn't apply to `javaconverters` since you need explicit `asscala` and `asjava` calls anyway. that rule was for `javaconversions` which did things automatically and has been deprecated.,0,0.9875023365020752
114925955,2929,ijuma,2017-05-05T03:04:37Z,"yeah, we definitely want to migrate all the code to the java class. it probably makes sense to do the whole class in one go though.",0,0.9741050601005554
119011953,2929,becketqin,2017-05-30T04:52:54Z,why should we rename the class?,0,0.9319552183151245
119012138,2929,becketqin,2017-05-30T04:55:35Z,this was a public api so it seems worth keeping and maybe mark it as deprecated.,0,0.9826098680496216
119012234,2929,becketqin,2017-05-30T04:56:56Z,maybe add some java doc to describe the exception a little?,0,0.9859206080436707
