id,number,title,state,merged_at,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason
310279387,358,Shader Pipeline,closed,2019-10-23T06:39:50Z,0,0,0,0.9857832193374634,0.9833182096481324,0.9766011238098145,0,accept,unanimous_agreement
380946617,424,Mitsuba XML Loader on new API,closed,2020-11-23T16:29:31Z,0,0,0,0.9883734583854676,0.9756572246551514,0.9936376214027404,0,accept,unanimous_agreement
358143518,410,"IAsset::clone(), MTL, OBJ loaders, CShaderIntrospector::createApprox*",closed,2020-02-10T15:31:09Z,0,0,0,0.9765604138374328,0.9909483790397644,0.9931180477142334,0,accept,unanimous_agreement
407191642,474,Multi-Format Virtual Texturing,closed,2020-05-11T20:28:49Z,0,0,0,0.9869596362113952,0.9873281121253968,0.9917891025543212,0,accept,unanimous_agreement
423896754,497,Summed Area Table Filter,closed,2020-08-19T12:41:34Z,0,0,0,0.9857813715934752,0.9743046164512634,0.9837373495101928,0,accept,unanimous_agreement
405245834,468,Color Space - Patches and Filters,closed,2020-04-22T18:42:11Z,0,0,0,0.98631489276886,0.9843276739120485,0.980169117450714,0,accept,unanimous_agreement
516943750,554,Material Compiler Merge necessary for Simple Raytracer,closed,2020-11-25T21:31:44Z,0,0,0,0.9878197908401488,0.9892160892486572,0.9916142225265504,0,accept,unanimous_agreement
422895558,496,SSBO benchmark,closed,2020-08-14T16:22:52Z,0,0,0,0.98148775100708,0.9872593879699708,0.9888311624526978,0,accept,unanimous_agreement
274990814,291,WIP: Example 13.BRDF_Explorer,closed,2019-06-01T00:21:28Z,0,0,0,0.9854059219360352,0.9316681623458862,0.993925154209137,0,accept,unanimous_agreement
349799479,403,OpenEXR Loader/Writer,closed,2019-12-30T21:05:50Z,0,0,0,0.98603093624115,0.9827473163604736,0.993776559829712,0,accept,unanimous_agreement
456653428,521,Filters API,closed,,0,0,0,0.985342264175415,0.9859164357185364,0.9871155023574828,0,accept,unanimous_agreement
358495404,411,GLI Dependency,closed,2020-02-10T11:37:57Z,0,0,0,0.9850895404815674,0.9758524298667908,0.990770161151886,0,accept,unanimous_agreement
282613331,307,SSE4.2 implementation of aabbox3d,closed,2019-06-05T12:47:01Z,0,0,0,0.9816447496414183,0.9937921166419984,0.9909472465515136,0,accept,unanimous_agreement
166306201,21,BAW mesh loader,closed,,0,0,0,0.9857651591300964,0.987572193145752,0.9924393892288208,0,accept,unanimous_agreement
503555755,549,Immutable assets,closed,2020-10-27T15:40:05Z,0,0,0,0.974930226802826,0.9584936499595642,0.9068056344985962,0,accept,unanimous_agreement
416145073,487,LRU cache,closed,2020-10-06T12:05:18Z,0,0,0,0.9875540733337402,0.984262228012085,0.9914140701293944,0,accept,unanimous_agreement
374028760,422,Bindings reordering fix,closed,2020-02-28T19:26:02Z,0,0,0,0.9893680214881896,0.9656361937522888,0.9908794164657592,0,accept,unanimous_agreement
291749719,333,BRDF Explorer Alpha,closed,2019-08-05T18:00:19Z,0,0,0,0.9776877760887146,0.9869852662086488,0.9847464561462402,0,accept,unanimous_agreement
213393808,143,MultiObjectCache,closed,2018-09-11T15:33:22Z,0,0,0,0.9856029748916626,0.940062701702118,0.9909033179283142,0,accept,unanimous_agreement
304010242,341,TSSAA,closed,,0,0,0,0.948515772819519,0.956865131855011,0.980449914932251,0,accept,unanimous_agreement
320044864,373,"Document important headers, first approach",closed,,0,0,0,0.9844390749931335,0.982093334197998,0.9930893778800964,0,accept,unanimous_agreement
