id,pr_number,body,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason
816050553,15769,"too dark for dark themes imo ![a link] also not to comment in another line, completed and active seeding have the exact same color (blue).",0,-1,-1,0.8161577582359314,0.6723775267601013,0.9656714200973512,-1.0,accept,majority_agreement
816110274,15769,checkout changes.,0,0,0,0.984563946723938,0.978911280632019,0.99202698469162,0.0,accept,unanimous_agreement
816193153,15769,"now completed has the same color as downloading... other than that, everything lgtm.",0,0,0,0.9828187823295592,0.8708282709121704,0.9731454253196716,0.0,accept,unanimous_agreement
816822440,15769,good eye!,1,1,1,0.9896681308746338,0.9933909177780152,0.9849167466163636,1.0,accept,unanimous_agreement
816975572,15769,it's used for downloading in light theme. pick a color not used somewhere else.,0,0,0,0.9844126105308532,0.9856113195419312,0.9946714043617249,0.0,accept,unanimous_agreement
817046450,15769,"i think i did something bad, but check it out. i just couldn't find a yellow color that works on white.",-1,-1,-1,0.8981600999832153,0.7717559337615967,0.9812723398208618,-1.0,accept,unanimous_agreement
817088415,15769,"i don't see anything bad. i like yellow on dark but... isn't it a flashy color for a state that's supposed to be ""this is finished, forget it, let it fade in the background""? maybe i'm nitpicking.",-1,-1,-1,0.6429451107978821,0.9254626035690308,0.5306271910667419,-1.0,accept,unanimous_agreement
817093620,15769,"i agree, -im please leave colors alone etc. until others provide more feedback & looks like you'll also now have to wait for maintainer approval. only thing i can suggest you do is keep re-basing periodically to avoid any conflicts going forward.",0,0,0,0.9243060350418092,0.6565200686454773,0.8871670365333557,0.0,accept,unanimous_agreement
817097307,15769,i will figure something out. after that i am leaving the pr as is.,0,0,0,0.8853790760040283,0.964378833770752,0.7764918804168701,0.0,accept,unanimous_agreement
835512014,15769,[code block] otherwise it won't compile. that is how it is in master.,0,0,0,0.9863009452819824,0.9926134347915648,0.9886254072189332,0.0,accept,unanimous_agreement
835531506,15769,fixed.,0,0,0,0.9810503125190736,0.979083240032196,0.9905837774276732,0.0,accept,unanimous_agreement
846570392,15769,"wrong order. in case i haven't mention it, you can use [a link] to help sorting the list.",0,0,0,0.8528822064399719,0.9813251495361328,0.7881355285644531,0.0,accept,unanimous_agreement
846584398,15769,fixed.,0,0,0,0.9810503125190736,0.979083240032196,0.9905837774276732,0.0,accept,unanimous_agreement
846657056,15769,check the pause icon now.,0,0,0,0.9842854142189026,0.9913778305053712,0.992059588432312,0.0,accept,unanimous_agreement
884073887,15769,maybe rename it to `filter-inactive`? and other `filter*` icons too.,0,0,0,0.9872841835021972,0.9941571950912476,0.9896472096443176,0.0,accept,unanimous_agreement
884074144,15769,it would be great if you can help update it to https and latest link: [code block],1,1,1,0.6716006398200989,0.6932925581932068,0.6289920806884766,1.0,accept,unanimous_agreement
884074150,15769,add an empty line: [code block],0,0,0,0.9868789315223694,0.9897363185882568,0.9956621527671814,0.0,accept,unanimous_agreement
