id,number,title,state,merged_at,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason
2120205968,634,Add BuildLimits hack,closed,2024-10-20T16:36:50Z,0,0,0,0.9811402559280396,0.991528868675232,0.9932936429977416,0,accept,unanimous_agreement
1933027995,550,Update plugins to 1.20.6,closed,2024-07-19T14:38:25Z,0,0,0,0.9854546785354614,0.9913095235824584,0.9897114038467408,0,accept,unanimous_agreement
2034660077,606,Acidblock improvements,closed,2024-11-24T21:18:17Z,0,0,0,0.9829615950584412,0.9623743295669556,0.9926664233207704,0,accept,unanimous_agreement
1785601745,383,Proper /nldg confirmation,closed,2024-05-01T21:15:55Z,0,0,0,0.9880996346473694,0.9703068137168884,0.9906777143478394,0,accept,unanimous_agreement
1740565414,319,Add a toggle to enable/disable banned pearls in ep showall,closed,2024-02-23T23:43:44Z,0,0,0,0.9864392280578612,0.9887565970420836,0.9947736859321594,0,accept,unanimous_agreement
1970568064,564,Update entity health on mount,closed,,0,0,0,0.987542986869812,0.982027530670166,0.9801467061042786,0,accept,unanimous_agreement
1812512614,397,Protect all damageable items,closed,,0,0,0,0.9652060866355896,0.92934912443161,0.914624273777008,0,accept,unanimous_agreement
2118461556,631,Add warps to kitpvp plugin,closed,,0,0,0,0.9882960915565492,0.9843053221702576,0.9930247068405152,0,accept,unanimous_agreement
2310396109,750,Combat fix,closed,,0,0,0,0.977747917175293,0.5214229226112366,0.9808050394058228,0,accept,unanimous_agreement
2301098630,746,Case-insensitive Commands,closed,,0,0,0,0.9757589101791382,0.981927216053009,0.9866330623626708,0,accept,unanimous_agreement
1938810861,552,Remove PsuedoServer,closed,,0,0,0,0.981544017791748,0.9783225655555724,0.9926868677139282,0,accept,unanimous_agreement
1744659068,334,Fix horse stats being re-rolled on login,closed,2024-03-05T18:13:10Z,0,0,0,0.985028862953186,0.965479612350464,0.9911852478981018,0,accept,unanimous_agreement
1752864044,353,Add skip existing reinforcements flag to ctar,closed,2024-03-05T18:14:24Z,0,0,0,0.986327052116394,0.9945093989372252,0.9949228167533876,0,accept,unanimous_agreement
1787601384,387,Add logging for ChunkMeta,closed,2024-03-25T21:30:19Z,0,0,0,0.9887903928756714,0.9897257685661316,0.992853581905365,0,accept,unanimous_agreement
1814917949,398,Standardises and centralises compacted item handling,closed,,0,0,0,0.985230267047882,0.99172043800354,0.9897576570510864,0,accept,unanimous_agreement
2171532670,656,Show pearl health value instead of percent,closed,2024-11-24T22:51:34Z,0,0,0,0.981478214263916,0.9889149069786072,0.9879595041275024,0,accept,unanimous_agreement
1737793737,275,Optimise snitch GUI,closed,2024-02-22T12:35:41Z,0,0,0,0.9878936409950256,0.9773772358894348,0.9825440049171448,0,accept,unanimous_agreement
2158344315,654,Fix a bug,closed,,0,0,0,0.8346235156059265,0.7745386958122253,0.9648820161819458,0,accept,unanimous_agreement
1730535977,2,Refactor DogFacts to use MiniMessage,closed,2024-06-09T00:06:24Z,0,0,0,0.9894383549690248,0.9912145137786864,0.9895179867744446,0,accept,unanimous_agreement
1869957122,538,Fix some snitches crashing the server,closed,2024-05-16T10:36:41Z,0,0,0,0.9446893334388732,0.6938758492469788,0.8768059611320496,0,accept,unanimous_agreement
2300324730,745,Allow adding blocks to safebreak,closed,,0,0,0,0.9884832501411438,0.9891577959060668,0.9937720894813538,0,accept,unanimous_agreement
1735260573,257,Add Kotlin support,closed,,0,0,0,0.98433518409729,0.980525016784668,0.992087185382843,0,accept,unanimous_agreement
1752645374,351,Prevent grass spread to reinforced dirt,closed,2024-03-19T22:55:35Z,0,0,0,0.93297016620636,0.923866093158722,0.9810435175895692,0,accept,unanimous_agreement
2280158848,729,fix mobs spawning/stuck outside simulation distance,closed,2025-01-15T21:47:42Z,0,0,0,0.7150186896324158,0.6813708543777466,0.9455519914627076,0,accept,unanimous_agreement
2272108013,713,Factorymod additions. ,closed,2025-01-15T21:48:44Z,0,0,0,0.9865554571151732,0.991242527961731,0.9920810461044312,0,accept,unanimous_agreement
2254913134,676,Fix Packet Listener Weirdness,closed,,-1,-1,-1,0.9473620057106018,0.7799697518348694,0.974695086479187,-1,accept,unanimous_agreement
1910921655,547,Bandaid fix nbt matching issues,closed,,0,0,0,0.9863065481185912,0.959414839744568,0.987558364868164,0,accept,unanimous_agreement
1979093423,570,Update comment on pr instead of creating new one,closed,2024-10-15T18:41:09Z,0,0,0,0.9795295596122742,0.9926599860191344,0.9933841824531556,0,accept,unanimous_agreement
1972703841,568,Change README to tell users to use gradle wrapper,closed,2024-12-29T16:12:05Z,0,0,0,0.988711714744568,0.9919748902320862,0.9934729933738708,0,accept,unanimous_agreement
1736097650,262,Fix primary owner transfer not being set to OWNER role,closed,2024-02-21T16:25:35Z,0,0,0,0.9848365187644958,0.9859920144081116,0.990007758140564,0,accept,unanimous_agreement
1733795839,239,"Fix ""Smart"" Mobs Being Able To Open Reinforced  Doors",closed,2024-02-20T20:13:29Z,0,0,0,0.9664358496665956,0.9328697323799132,0.9822991490364076,0,accept,unanimous_agreement
1741408180,321,Replace MoreClassUtils.castOrNull() with instanceof pattern matching,closed,2024-02-23T21:55:50Z,0,0,0,0.988053262233734,0.9933473467826844,0.9947781562805176,0,accept,unanimous_agreement
1980173443,574,Bump entity render distances to default settings,closed,2024-07-22T20:44:01Z,0,0,0,0.9882434010505676,0.9879879951477052,0.9944203495979308,0,accept,unanimous_agreement
2298301407,740,improve docs site,closed,2025-01-25T22:24:56Z,0,0,0,0.9755935668945312,0.9024499654769896,0.9746359586715698,0,accept,unanimous_agreement
1737799401,276,Citadel 1.20.4,closed,2024-02-21T22:55:38Z,0,0,0,0.9801714420318604,0.9884345531463624,0.9914211630821228,0,accept,unanimous_agreement
1737670650,273,"Add BetterRails, FasterHorses, CopperRail, and miscellaneous things",closed,2024-02-22T14:12:04Z,0,0,0,0.9547930359840392,0.9878783822059632,0.9510313272476196,0,accept,unanimous_agreement
1747914986,339,Create centralised player-name cache,closed,2024-03-19T22:58:28Z,0,0,0,0.9871094226837158,0.9905535578727722,0.9946886301040648,0,accept,unanimous_agreement
2121634242,639,add ability to set custom afk message,closed,2025-01-15T22:15:40Z,0,0,0,0.9846716523170472,0.9910266995429992,0.993143916130066,0,accept,unanimous_agreement
1752645177,350,Add `/nllim` (Name Layer List Invited Members),closed,2024-05-01T21:16:25Z,0,0,0,0.9888140559196472,0.9934093952178956,0.99484384059906,0,accept,unanimous_agreement
1787600901,386,Fix portal hack not triggering,closed,2024-05-01T21:15:28Z,0,0,0,0.9382835030555724,0.7686876654624939,0.8279663920402527,0,accept,unanimous_agreement
1865327367,512,Fix emotes,closed,,0,0,0,0.988368570804596,0.873874306678772,0.9820074439048768,0,accept,unanimous_agreement
2026753529,602,Use same slot UUID for modifiers,closed,,0,0,0,0.9880715608596802,0.9928723573684692,0.995058298110962,0,accept,unanimous_agreement
2253810511,675,Update DestinationCommand.java to suggest OneDest structure,closed,,0,0,0,0.9888955354690552,0.9928199648857116,0.994171679019928,0,accept,unanimous_agreement
