id,pr_number,user,created_at,body,distilbert_sentiment_label,distilbert_confidence
2408106090,634,awoo-civ,2024-10-11T20:51:54Z,"style: - `if(limit.gettype().equals(""altitude"")){` -> `if (limit.gettype().equals(""altitude"")) {` - `public void onenable(){` -> `public void onenable() {` - `public static buildlimitsconfig generate (` -> `public static buildlimitsconfig generate(` etc.",0,0.9849138855934143
2183350524,550,MrJeremyFisher,2024-06-21T19:41:41Z,"as a semi-related side note, i have 1.21 working [a link] and will create a pr for it once paper marks 1.21 as stable.",0,0.9880639910697937
2183356345,550,Protonull,2024-06-21T19:45:12Z,"question, why gradle 8.5 instead of 8.8?",0,0.9494659900665283
2183358451,550,MrJeremyFisher,2024-06-21T19:47:05Z,i think because it was complaining that 8.5 was the minimum viable version so that's what i went with.,0,0.8992528319358826
2187634388,550,Protonull,2024-06-24T23:38:18Z,might be worth going through and undoing the formatting though as this is an extremely contentful pr and it's hard to review the pr.,0,0.7039027810096741
2187867710,550,MrJeremyFisher,2024-06-25T03:07:24Z,"managed to get rid of a lot of it, will keep at it. intellij is remarkably frustrating to deal with regarding this, i can't seem to find a way to completely disable every autoformatter that it's using.",-1,0.944776177406311
2187872423,550,Protonull,2024-06-25T03:11:24Z,"hmmm, try going to `settings -> tools -> actions on save` and basically unticking everything. you don't really want these things to happen unless it's your own project anyway, or the project's style is *strictly* enforced, otherwise you'll just get diff-hell :p",1,0.7396665811538696
2187888488,550,MrJeremyFisher,2024-06-25T03:16:01Z,never had any of them checked. i think it's that all the plugins have different styles and intellij isn't sure what to stick to. mostly it's that they use spaces vs. tabs for indentation or have different rules about line wrapping and whatnot. even forcing it to not format .java files still has it make some changes for some reason (eg removing indents on empty lines is apparently not formatting).,0,0.8495990633964539
2239317791,550,AngrySoundTech,2024-07-19T14:32:01Z,"worth noting that github has an ""ignore whitespace changes"" in the review menu if you're not already aware",0,0.9777402877807617
2308371052,606,kickylol,2024-08-24T12:04:04Z,"all the changes listed above seem to be working fine now, but somebody testing it themselves would be appreciated",0,0.5061590075492859
2405288277,606,RedDevel2,2024-10-10T14:39:19Z,was this ready?,0,0.9761542677879333
2452615472,606,okx-code,2024-11-01T21:27:51Z,closing as abandoned,0,0.9741201996803284
2014089671,383,okx-code,2024-03-22T00:13:50Z,you can use `namedtextcolor.red` instead of an rgb colour. it can also be provided as an argument in `component.text`,0,0.9837033748626709
2014098251,383,awoo-civ,2024-03-22T00:23:59Z,:party_popper:,0,0.974899411201477
2014102503,383,okx-code,2024-03-22T00:29:22Z,could you do the confirmation without an underscore?,0,0.9885197281837463
2014483518,383,drekamor,2024-03-22T07:10:23Z,sure. i just wasn't sure whether the command uses greedy string or normal string arguments. i'll look into it,0,0.8419939279556274
2015550690,383,drekamor,2024-03-22T17:19:04Z,-code i removed underscores from the message but i'm not sure whether the command takes a normal string argument or a greedy string,0,0.8845838904380798
2015552295,383,okx-code,2024-03-22T17:19:53Z,have you tested it?,0,0.982651948928833
2015559610,383,drekamor,2024-03-22T17:24:16Z,"not yet, need to build the plugin",0,0.9620910882949829
2015642371,383,drekamor,2024-03-22T18:05:37Z,"-code ![a link] tested, seems to be working",0,0.7091341018676758
2015993446,383,awoo-civ,2024-03-22T21:57:16Z,"hmm, perhaps `/nldg confirm deletion` should be enclosed in quotes, i.e. `type '/nldg confirm deletion test' within 15 seconds.` should help disambiguate between the string that is to be typed and the rest of the sentence.",0,0.9877287149429321
2015994805,383,drekamor,2024-03-22T21:58:56Z,was thinking about that as well. i'll add them,0,0.9746179580688477
2015996777,383,MrJeremyFisher,2024-03-22T22:01:15Z,imo the message shouldn't mention snitches and bastions as citadel doesn't need to be run with bastion and jukealert and it won't necessarily be on other servers.,0,0.9824010729789734
2016003237,383,awoo-civ,2024-03-22T22:08:21Z,"that's up to the admins i suppose, but personally i'm vehemently against supporting anything other than the needs of civmc if it requires *any* sacrifices.",-1,0.858021080493927
1962212294,319,RedDevel2,2024-02-24T01:56:32Z,"on testing it now never shows banned players in /ep showall the button to switch, always says ""currently turned on"" no matter if you switch it. likewise the chat message always says ""banned pearls toggled off"" whenever you click the switch. also the /ep showall command now itself has a cooldown? i doubt that's supposed to be a thing.",0,0.8594035506248474
1962217234,319,MrJeremyFisher,2024-02-24T02:12:41Z,i think the logic for the pearl toggle is backwards,0,0.9850217700004578
1962270492,319,okx-code,2024-02-24T06:08:34Z,should be fixed now,0,0.9779607653617859
1962341337,319,walkersgaming,2024-02-24T12:06:56Z,"i'm not sure that should've been changed, as the variable hadn't been updated with the toggle change, hence it was inverted",0,0.884543776512146
2229860870,564,MrJeremyFisher,2024-07-16T02:02:28Z,addresses #372,0,0.9840775728225708
2414694252,564,okx-code,2024-10-15T18:11:07Z,could you fix the merge conflicts here please? then we can get this merged,0,0.9840972423553467
2546894931,564,MrJeremyFisher,2024-12-16T21:51:13Z,"resolved, i think.",0,0.9708832502365112
2585327826,564,okx-code,2025-01-11T16:37:31Z,this only seems to work the second time i get on a horse. the first time it's still at half a heart.,0,0.68801349401474
2585327984,564,okx-code,2025-01-11T16:38:01Z,you're also using this.hideitemmeta instead of this.hidehealth,0,0.9113911390304565
2585336054,564,MrJeremyFisher,2025-01-11T16:56:50Z,are you on protocollib 5.2.0?,0,0.9889657497406006
2585339675,564,okx-code,2025-01-11T16:57:49Z,"no, i'm on protocollib 5.3.0-snapshot-732",0,0.987672746181488
2586069781,564,MrJeremyFisher,2025-01-13T02:34:10Z,"ok, 5.3.0 doesn't officially support 1.21.3. not sure what live is running but it should be on 5.4.0 for this and the other parts of attrhider to work correctly. i bumped the dependency to 5.3.0 because 5.4.0 isn't yet available on [a link] but everything works fine as long as you run 5.4.0. will fix merge conflicts in a sec",0,0.9501709342002869
2586075122,564,MrJeremyFisher,2025-01-13T02:42:23Z,"wow, oops, not sure how i did that",-1,0.9802575707435608
2070728205,397,MrJeremyFisher,2024-04-22T19:18:48Z,this also fixes the protection not applying to things like stripping copper as that doesn't fire the `blockbreakevent`.,0,0.9873392581939697
2452614240,397,okx-code,2024-11-01T21:26:44Z,closing as abandoned,0,0.9741201996803284
2452617084,397,MrJeremyFisher,2024-11-01T21:29:23Z,why?,0,0.6633803844451904
2452617936,397,okx-code,2024-11-01T21:30:12Z,you didn't respond to the review comments for two weeks,0,0.9186306595802307
2452619894,397,MrJeremyFisher,2024-11-01T21:31:51Z,"you didn't respond to the pr for 7 months. please give me at least that long, i don't have the time for civ dev right now.",-1,0.8518855571746826
2452620756,397,okx-code,2024-11-01T21:32:41Z,feel free to open a new pr when you're ready,0,0.5295935273170471
2452661469,397,drekamor,2024-11-01T22:15:42Z,that's just mean,0,0.9575519561767578
2452674428,397,Protonull,2024-11-01T22:31:57Z,"yup, the expectation is always on the other. they can ghost you for 7 months, but you not pushing a requested commit within a fortnight? closed. bye. try again.",0,0.5563821196556091
2452675679,397,okx-code,2024-11-01T22:33:39Z,"it just helps me keep the prs organised, closing the pr takes it off the list",0,0.9121753573417664
2453009122,397,Diet-Cola,2024-11-02T14:31:50Z,doesnt only checking the item in the players hand defeat the purpose of this pr?,0,0.9617347121238708
