id,pr_number,user,created_at,body,deberta_sentiment_label,deberta_confidence
1801000254,5439,DmitriyLewen,2023-11-08T04:07:45Z,"agree with you `purl`/`cpe` is one of the package parameters. if the package contains `pkgidentifier`, we can simply add it to `detectedvulnerability`: e.g. for alpine packages: [a link]",0,0.9933657050132751
1801710392,5439,juan131,2023-11-08T11:35:18Z,thanks for your comments ! i'll update the pr moving pkgidentifier as part of the `package` identity and generate purl(s) at analysis.,1,0.9791075587272644
1805286175,5439,juan131,2023-11-10T08:19:25Z,i need advice on how to update `pkg/fanal/test/integration/testdata/goldens` data automatically to fix integration tests,0,0.9923765063285828
1805304512,5439,DmitriyLewen,2023-11-10T08:32:42Z,`mage test:updategolden` command should update golden files for integration tests.,0,0.9950030446052551
1812363760,5439,juan131,2023-11-15T11:36:16Z,i'm still finding issues with integration tests and recreating golden images (`mage test:updategolden` threw some unauthorized errors). could you help me with this ?,0,0.8271592259407043
1813802621,5439,DmitriyLewen,2023-11-16T05:15:46Z,"hello i have fixed containerd tests (you may be using macos or a non-amd64 processor. in this case, we are skipping containerd tests - [a link] [a link] about clientserver tests: you need to update `rpc` package - [a link] looks like your changes don't work in client-server mode.",0,0.9868292212486267
1813977725,5439,juan131,2023-11-16T08:18:06Z,"awesome! thanks , as you mentioned i'm using a m1 mac and that makes total sense",1,0.9973767995834351
1814394912,5439,juan131,2023-11-16T13:01:22Z,i think we're ready to go,1,0.5539210438728333
1815729151,5439,DmitriyLewen,2023-11-17T04:25:20Z,"i left some comments. also looks like we don't need to build purl for packages for sbom formats (e.g. for cyclonedx - [a link] now. we can simply use `pkgidentifier`. correct me, if i missed something.",0,0.9834590554237366
1820487209,5439,DmitriyLewen,2023-11-21T08:54:31Z,integration tests related to sbom do not work. can you take a look?,0,0.9873294830322266
1833283284,5439,juan131,2023-11-30T08:08:14Z,friendly reminder,0,0.9383780360221863
1855338517,5439,juan131,2023-12-14T07:45:37Z,"thanks for implementing the missing changes ! i think with this the pr is ready, am i right?",1,0.9904922842979431
1855588094,5439,DmitriyLewen,2023-12-14T10:30:48Z,this is a big pr and i realized that i’m already confusing myself :grinning_face_with_smiling_eyes: i think the pr is ready. but perhaps this code requires refactoring. i want to double check this with a clear head. i'll do it tomorrow or monday.,1,0.9146432876586914
1862224776,5439,DmitriyLewen,2023-12-19T07:00:53Z,"hello pr looks good. we merged [a link] can you merge `main` branch into this pr and update goldenfiles, please?",1,0.9782617092132568
1862280098,5439,juan131,2023-12-19T07:55:31Z,thanks !! pr was updated,1,0.9960067868232727
1862357498,5439,DmitriyLewen,2023-12-19T08:53:53Z,there is conflict. i'm also confused - github marked go.mod and go.sum files as modified - [a link],0,0.5363457202911377
1862369561,5439,juan131,2023-12-19T09:02:13Z,conflict solved,0,0.7276654839515686
1862377773,5439,knqyf263,2023-12-19T09:07:44Z,i'm slowly starting to work this week and will review this pr shortly.,0,0.9634708166122437
