id,pr_number,user,created_at,body,deberta_sentiment_label,deberta_confidence
524583954,358,devshgraphicsprogramming,2019-08-24T22:01:40Z,"ok i see that retrofitting this shit to work with `smaterial` and `icpumaterial/igpumaterial` is rather cumbersome. maybe after you get back it would make more sense to implement these 50% [a link] [a link] this means an `irenderpassindependentpipeline<>` and `icomputepipeline<>` without any `ipipelinelayout<>` objects implemented yet (that's just to much). in place of `ipipelinelayout<>` you can use the current `smateriallayer<>` `idriverpipelinecache` is a cache for helping to speed up the creation of new *compute* pipelines (separate from the runtime per-thread caching on opengl), there's an actual vulkan api object for that, but with opengl we could put that to some use, like storing introspection or compiled spir-v for parsed glsl + extension list. for now it can be an empty useless object. then at-least we: - disable/enable blend per fbo attachment - finally support all blending modes and factors on any fbo attachment separately - separate color mask per attachment - support all the render/raster states that vulkan advertises (lots of multisampling state) - finally support stencil operations properly (can rewrite oitzoo without bare opengl) - support the gl_patch primitive type without fucking guessing from whether we're using a tessellation shader this changes our asset hierarchy a bit, in the follwing way. ~ i<>meshbuffer -> i<>meshdataformat -> i<>buffer ~ i<>meshbuffer -> i<>renderpassindependentpipeline & i<>buffer -> i<>specializedshader & i<>pipelinelayout/smateriallayer so i<>meshbuffer takes over the i<>buffer vertex input bindings (so now vertex and index are stored in the same place) while i<>renderpassindependentpipeline replaces the remaining functionality of i<>meshdataformatdesc. i<>renderpassindependentpipeline also replaces everything except for `smaterial::texturelayer[]` which is now moved outside as a member of `i<>meshbuffer` instead. p.s. adding support for compute shaders might be super easy now, just an `ivideodriver::setcomputepipeline` + `ivideodriver::dispatchcompute{indirect}()` p.p.s. in vulkan compute and graphics pipelines can be set separately, we'll try to emulate the same with opengl.",-1,0.9494302272796631
528044524,358,devshgraphicsprogramming,2019-09-04T19:16:00Z,anything fucked up after the merge?,0,0.884541928768158
528065780,358,Crisspl,2019-09-04T20:12:42Z,"nah, not yet at least",0,0.975762665271759
530796801,358,devshgraphicsprogramming,2019-09-12T12:11:27Z,where's the compute pipeline?,0,0.9950351715087891
530864384,358,Crisspl,2019-09-12T14:55:19Z,in next (last currently) commit,0,0.9930203557014465
533020039,358,devshgraphicsprogramming,2019-09-19T08:12:36Z,"you need a `ipipelinelayout::iscompatiblewith(const ipipelinelayout*)` its needed for a lot of things, such as deciding if descriptor sets need to be unbound or push-constants are nullified (in `irr_debug` we can push an all 0s range on the new pipeline when this happens, and do nothing on release builds).",0,0.9934337139129639
533065065,358,devshgraphicsprogramming,2019-09-19T10:14:54Z,you may want to read (but not apply fully) the ideas in #25 and #59,0,0.9895437955856323
533500701,358,devshgraphicsprogramming,2019-09-20T10:31:43Z,check if this is true in the vulkan spec,0,0.9935006499290466
533518816,358,Crisspl,2019-09-20T11:41:06Z,"yes, compatibility for descriptor sets requires also compatibility for push constants. and compatibility for push constants requires exactly the same push constant ranges",0,0.9938898086547852
534290449,358,Crisspl,2019-09-23T21:22:11Z,observation: lack of assumption that `vertex buf binding` = `attrib number aka location` makes hash for vaos more complex and less probable that fitting vao will be found in cache (+ more vao objects needed to be created).,0,0.9914552569389343
534320242,358,devshgraphicsprogramming,2019-09-23T23:12:13Z,"how big is the hash with the above ? p.s. the `e_format` enum has less than 256 values (actually 197), so could use `ef_unknown` as a value for a disabled vertex input location. binding is 4 bits, and relative offset 11bits (max value is 2047). so this gives you 15 bits per location, and we have 16 locations... so 46 bytes for location hash. then you only hash the input rate and stride per binding, input rate is 1 bit and stride is 11 bits just like relative offset. so 32 bytes here. total is a 78 byte hash.",0,0.9850737452507019
534931687,358,devshgraphicsprogramming,2019-09-25T09:16:47Z,extras to resolve: [a link],0,0.9959670305252075
535013843,358,Crisspl,2019-09-25T13:08:35Z,"what about `glcreatesamplers`? for some reason until now we were using `glgensamplers` and somehow it was working, not why. i'm going to add copenglextensionhandler but i see there's this line [code block] seems kinda mysterious.",0,0.9189522862434387
535063575,358,devshgraphicsprogramming,2019-09-25T14:57:17Z,"if you don't have ext nor arb dsa, then use gen samplers, if you have dsa then create. you can make an [code block] that wraps around the dsa thing and emulates it (like the other create/gen wrappers)",0,0.9935619831085205
535249973,358,Crisspl,2019-09-25T22:33:29Z,we have to know what (thing/type/...) should go to `driver::draw*indirect()` in `vao` parameter. as for now it was `imeshdataformatdesc *` but obviously it cant be like this anymore,0,0.9912627935409546
